IP,Blocked_Time,Source,VT_Malicious,VT_Suspicious,AbuseIPDB_Score,AbuseIPDB_Reports,GreyNoise_Noise,AlienVault_Pulses,Country,ISP,Lat,Lon
91.230.168.67,2026-07-17T06:23:37.936336,auto,N/A,N/A,100,2660,NO,N/A,United States,Onyphe SAS,45.526,-122.9874
100.31.53.135,2026-07-17T06:23:37.936378,auto,N/A,N/A,15,2,NO,0,United States,Amazon.com,39.0438,-77.4874
208.96.233.67,2026-07-17T06:23:37.936395,auto,N/A,N/A,100,1542,NO,N/A,Canada,Cogeco Connexion inc,45.1332,-71.8015
101.13.5.30,2026-07-17T06:23:37.936405,auto,9,4,N/A,N/A,NO,N/A,Taiwan,"Taiwan Mobile Co., Ltd.",25.0237,121.552
101.126.89.144,2026-07-17T06:23:37.936414,auto,11,4,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9042,116.407
195.178.110.227,2026-07-17T06:23:37.936424,auto,N/A,N/A,100,12064,NO,N/A,Andorra,Techoff SRV Limited,42.5063,1.52184
1.20.190.206,2026-07-17T06:23:37.936437,auto,1,2,42,6,NO,1,Thailand,TOT Public Company Limited,14.3517,100.577
65.49.1.49,2026-07-17T06:23:37.936448,auto,N/A,N/A,100,1597,NO,N/A,United States,Hurricane Electric LLC,37.6951,-121.9
101.126.11.137,2026-07-17T06:23:37.936462,auto,11,4,N/A,N/A,NO,N/A,China,GHSX,39.9904,116.386
106.13.46.38,2026-07-17T06:23:37.936469,auto,6,5,N/A,N/A,NO,N/A,China,"Beijing Baidu Netcom Science and Technology Co., Ltd.",39.9042,116.407
118.26.111.63,2026-07-17T06:23:37.936482,auto,N/A,N/A,100,509,NO,N/A,Singapore,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,1.35208,103.82
101.200.124.12,2026-07-17T06:23:37.936493,auto,2,3,97,67,NO,N/A,China,Hangzhou Alibaba Advertising Co,39.911,116.395
1.54.154.49,2026-07-17T06:23:37.936503,auto,N/A,N/A,30,4,NO,N/A,Vietnam,FPT Telecom Company,10.822,106.6257
