IP,Blocked_Time,Source,VT_Malicious,VT_Suspicious,AbuseIPDB_Score,AbuseIPDB_Reports,GreyNoise_Noise,AlienVault_Pulses,Country,ISP,Lat,Lon
91.230.168.67,2026-07-17T01:20:14.643846,auto,N/A,N/A,100,2660,NO,N/A,United States,Onyphe SAS,45.526,-122.9874
100.31.53.135,2026-07-17T01:20:14.643914,auto,N/A,N/A,15,2,NO,0,United States,Amazon.com,39.0438,-77.4874
208.96.233.67,2026-07-17T01:20:14.878074,auto,N/A,N/A,100,1542,NO,N/A,Canada,Cogeco Connexion inc,45.1332,-71.8015
101.13.5.30,2026-07-17T01:20:15.117912,auto,9,4,N/A,N/A,NO,N/A,Taiwan,"Taiwan Mobile Co., Ltd.",25.0237,121.552
101.126.89.144,2026-07-17T01:20:15.380066,auto,11,4,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9042,116.407
195.178.110.227,2026-07-17T01:20:15.612735,auto,N/A,N/A,100,12064,NO,N/A,Andorra,Techoff SRV Limited,42.5063,1.52184
1.20.190.206,2026-07-17T01:20:15.842860,auto,1,2,42,6,NO,1,Thailand,TOT Public Company Limited,14.3517,100.577
65.49.1.49,2026-07-17T01:20:16.076576,auto,N/A,N/A,100,1597,NO,N/A,United States,Hurricane Electric LLC,37.6951,-121.9
101.126.11.137,2026-07-17T01:20:16.334023,auto,11,4,N/A,N/A,NO,N/A,China,GHSX,39.9904,116.386
118.26.111.63,2026-07-17T01:20:16.573474,auto,N/A,N/A,100,509,NO,N/A,Singapore,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,1.35208,103.82
101.200.124.12,2026-07-17T01:20:16.806963,auto,2,3,97,67,NO,N/A,China,Hangzhou Alibaba Advertising Co,39.911,116.395
1.27.226.158,2026-07-17T01:20:17.038938,auto,3,2,N/A,N/A,NO,N/A,China,China Unicom Neimeng Province Network,42.2683,118.9636
101.36.228.201,2026-07-17T01:20:17.273513,auto,13,3,N/A,N/A,NO,N/A,China,China Unicom IP network,39.9042,116.407
1.187.75.22,2026-07-17T01:20:17.514113,auto,N/A,N/A,23,3,NO,0,India,Vodafone Idea Ltd.,26.9136,75.7858
149.54.40.222,2026-07-17T01:20:17.749932,auto,N/A,N/A,100,1694,NO,N/A,Afghanistan,Government Communications Network,34.5329,69.1682
101.126.67.70,2026-07-17T01:20:17.994501,auto,10,4,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9042,116.407
1.86.233.5,2026-07-17T01:20:18.245101,auto,15,3,N/A,N/A,NO,N/A,China,Chinanet,34.2649,108.954
1.237.155.150,2026-07-17T01:20:18.479776,auto,7,4,N/A,N/A,NO,N/A,South Korea,SK Broadband Co Ltd,37.4331,127.1377
