IP,Blocked_Time,Source,VT_Malicious,VT_Suspicious,AbuseIPDB_Score,AbuseIPDB_Reports,GreyNoise_Noise,AlienVault_Pulses,Country,ISP,Lat,Lon
91.230.168.67,2026-07-17T02:23:14.459026,auto,N/A,N/A,100,2660,NO,N/A,United States,Onyphe SAS,45.526,-122.9874
100.31.53.135,2026-07-17T02:23:14.459043,auto,N/A,N/A,15,2,NO,0,United States,Amazon.com,39.0438,-77.4874
208.96.233.67,2026-07-17T02:23:14.459051,auto,N/A,N/A,100,1542,NO,N/A,Canada,Cogeco Connexion inc,45.1332,-71.8015
101.13.5.30,2026-07-17T02:23:14.459058,auto,9,4,N/A,N/A,NO,N/A,Taiwan,"Taiwan Mobile Co., Ltd.",25.0237,121.552
101.126.89.144,2026-07-17T02:23:14.459064,auto,11,4,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9042,116.407
195.178.110.227,2026-07-17T02:23:14.459071,auto,N/A,N/A,100,12064,NO,N/A,Andorra,Techoff SRV Limited,42.5063,1.52184
1.20.190.206,2026-07-17T02:23:14.459078,auto,1,2,42,6,NO,1,Thailand,TOT Public Company Limited,14.3517,100.577
65.49.1.49,2026-07-17T02:23:14.459084,auto,N/A,N/A,100,1597,NO,N/A,United States,Hurricane Electric LLC,37.6951,-121.9
101.126.11.137,2026-07-17T02:23:14.459091,auto,11,4,N/A,N/A,NO,N/A,China,GHSX,39.9904,116.386
106.13.46.38,2026-07-17T02:23:14.459098,auto,6,5,N/A,N/A,NO,N/A,China,"Beijing Baidu Netcom Science and Technology Co., Ltd.",39.9042,116.407
118.26.111.63,2026-07-17T02:23:14.459104,auto,N/A,N/A,100,509,NO,N/A,Singapore,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,1.35208,103.82
101.200.124.12,2026-07-17T02:23:14.459111,auto,2,3,97,67,NO,N/A,China,Hangzhou Alibaba Advertising Co,39.911,116.395
1.27.226.158,2026-07-17T02:23:14.459117,auto,3,2,N/A,N/A,NO,N/A,China,China Unicom Neimeng Province Network,42.2683,118.9636
101.36.228.201,2026-07-17T02:23:14.459123,auto,13,3,N/A,N/A,NO,N/A,China,China Unicom IP network,39.9042,116.407
1.187.75.22,2026-07-17T02:23:14.459130,auto,N/A,N/A,23,3,NO,0,India,Vodafone Idea Ltd.,26.9136,75.7858
149.54.40.222,2026-07-17T02:23:14.459136,auto,N/A,N/A,100,1694,NO,N/A,Afghanistan,Government Communications Network,34.5329,69.1682
101.126.67.70,2026-07-17T02:23:14.459142,auto,10,4,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9042,116.407
1.86.233.5,2026-07-17T02:23:14.459148,auto,15,3,N/A,N/A,NO,N/A,China,Chinanet,34.2649,108.954
1.237.155.150,2026-07-17T02:23:14.459154,auto,7,4,N/A,N/A,NO,N/A,South Korea,SK Broadband Co Ltd,37.4331,127.1377
193.176.31.254,2026-07-17T02:23:14.459160,auto,N/A,N/A,100,2536,NO,N/A,The Netherlands,Hydra Communications Ltd,52.3716,4.8883
51.195.44.250,2026-07-17T02:23:14.459166,auto,N/A,N/A,100,126,NO,N/A,Germany,OVH SAS,50.3986,8.07958
218.56.160.82,2026-07-17T02:23:14.459172,auto,9,4,N/A,N/A,NO,N/A,China,CNC Group CHINA169 Shandong Province Network,36.9636,117.207
101.126.88.251,2026-07-17T02:23:14.459178,auto,11,3,N/A,N/A,NO,N/A,China,"Beijing Volcano Engine Technology Co., Ltd.",39.9042,116.407
218.25.233.22,2026-07-17T02:23:14.459184,auto,14,3,N/A,N/A,NO,N/A,China,CNC Group CHINA169 Liaoning Province Network,41.8048,123.433
100.14.142.56,2026-07-17T02:23:14.459191,auto,N/A,N/A,4,1,NO,0,United States,Verizon Communications,39.1589,-75.5878
100.51.195.110,2026-07-17T02:23:14.459198,auto,N/A,N/A,100,418,NO,N/A,United States,"Amazon.com, Inc.",39.0438,-77.4874
66.132.195.59,2026-07-17T02:23:14.459203,auto,N/A,N/A,100,2178,NO,N/A,United States,"Censys, Inc.",42.2809,-83.7489
101.108.220.91,2026-07-17T02:23:14.459209,auto,N/A,N/A,100,32,NO,N/A,Thailand,TOT Public Company Limited,13.8983,100.582
87.106.65.126,2026-07-17T02:23:14.459215,auto,9,3,100,4899,NO,N/A,United Kingdom,IONOS SE,52.1941,-2.21905
81.30.98.90,2026-07-17T02:23:14.459221,auto,N/A,N/A,100,10128,NO,N/A,Lithuania,KOI CLOUD SERVICES (Pty) Ltd,54.8985,23.9036
77.90.185.20,2026-07-17T02:23:14.459227,auto,N/A,N/A,100,3848,NO,N/A,Germany,Limited Network LTD,48.3459,10.9161
14.103.123.169,2026-07-17T02:23:14.459232,auto,7,5,N/A,N/A,NO,N/A,China,BITNET,39.9042,116.407
124.156.179.141,2026-07-17T02:23:14.459238,auto,N/A,N/A,100,583,NO,N/A,Hong Kong,Tencent Cloud Computing (Beijing) Co,22.3193,114.169
1.38.238.72,2026-07-17T02:23:14.459245,auto,2,3,0,0,NO,1,India,Vodafone India Ltd,23.0276,72.5871
185.100.212.141,2026-07-17T02:23:14.459251,auto,N/A,N/A,100,9668,NO,N/A,India,Yotta Network Services Private Limited,19.0748,72.8856
102.220.160.154,2026-07-17T02:23:14.459257,auto,13,3,N/A,N/A,NO,N/A,Nigeria,ABINTERNET-V Ltd.,7.78267,4.54181
220.119.37.141,2026-07-17T02:23:14.459263,auto,N/A,N/A,100,5935,NO,N/A,South Korea,Korea Telecom,35.1692,129.1738
43.157.170.13,2026-07-17T02:23:14.459270,auto,N/A,N/A,100,742,NO,N/A,Brazil,Shenzhen Tencent Computer Systems Company Limited,-23.5475,-46.6361
101.201.38.226,2026-07-17T02:23:14.459276,auto,N/A,N/A,N/A,N/A,NO,N/A,China,Hangzhou Alibaba Advertising Co,39.911,116.395
101.126.18.203,2026-07-17T02:23:14.459282,auto,11,4,N/A,N/A,NO,N/A,China,GHSX,39.9904,116.386
195.184.76.123,2026-07-17T02:23:14.459287,auto,N/A,N/A,100,2106,NO,N/A,United States,Onyphe SAS,38.7135,-77.7953
14.103.109.71,2026-07-17T02:23:14.459293,auto,13,4,N/A,N/A,NO,N/A,China,BITNET,39.9042,116.407
207.90.244.17,2026-07-17T02:23:14.459298,auto,N/A,N/A,100,10281,NO,N/A,United States,Cogent Communications,30.4515,-97.5774
34.34.178.22,2026-07-17T02:23:14.459304,auto,N/A,N/A,100,890,NO,N/A,Belgium,Google LLC,50.9009,4.4855
151.243.11.245,2026-07-17T02:23:14.459310,auto,N/A,N/A,100,9853,NO,N/A,Germany,LLC VASH KREDIT BANK,50.1109,8.68213
140.245.45.225,2026-07-17T02:23:14.459316,auto,7,4,N/A,N/A,NO,N/A,Singapore,Oracle Corporation,1.32773,103.746
14.103.123.206,2026-07-17T02:23:14.459322,auto,10,4,N/A,N/A,NO,N/A,China,BITNET,39.9042,116.407
